"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL1644425";"";"0";"428.43";"0";"4.33";"4";"O=C(NC[C@H]1CC[C@H](C(=O)O)CC1)c1cc(-c2ccc(OC(F)(F)F)cc2)sn1";"IC50";"'='";"31000.0";"nM";"4.51";"";"";"UO_0000065";"10.52";"0.21";"0.18";"5.09";"False";"CHEMBL1647476";"Inhibition of MMP-12 catalytic domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641532";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL1644426";"";"0";"445.43";"1";"5.07";"5";"O=C(NC[C@H]1CC[C@H](C(=O)O)CC1)c1cc(-c2ccc(OC(F)(F)F)cc2)c(F)s1";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"15.39";"0.31";"1.78";"9.06";"False";"CHEMBL1647476";"Inhibition of MMP-12 catalytic domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641532";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL1644428";"";"0";"452.43";"0";"4.80";"table 2 R2C2";"NC(=O)C[C@@H](NC(=O)c1cc(-c2ccc(OC(F)(F)F)cc2)c(F)s1)c1ccccc1";"IC50";"'='";"85.0";"nM";"7.07";"";"";"UO_0000065";"15.63";"0.31";"2.27";"8.68";"False";"CHEMBL1647476";"Inhibition of MMP-12 catalytic domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641532";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL1644430";"";"0";"487.55";"1";"6.37";"table 2 R4C4";"CC(=O)c1ccc(-c2ccc(-c3cc(C(=O)N[C@H](CC(=O)O)c4ccccc4)sc3F)cc2)cc1";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"15.63";"0.30";"1.25";"9.13";"False";"CHEMBL1647476";"Inhibition of MMP-12 catalytic domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641532";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL3932562";"";"0";"549.61";"1";"2.33";"13";"CC(C)[C@H](NS(=O)(=O)c1ccc(-c2cccc(CNC(=O)c3nc4ccccc4c(=O)[nH]3)c2)cc1)C(=O)NO";"IC50";"'='";"8.1";"nM";"8.09";"";"";"UO_0000065";"14.72";"0.28";"5.76";"4.75";"False";"CHEMBL3868405";"Inhibition of recombinant human AMPA-activated MMP12 using Cy3-PLGLK(Cy5Q)AR-NH2 as substrate measured after 40 mins by spectrofluorimetric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3867480";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";""
"CHEMBL3971135";"";"0";"534.59";"1";"2.91";"12";"CC(C)[C@H](NS(=O)(=O)c1ccc(-c2cccc(CNC(=O)c3nc4ccccc4c(=O)[nH]3)c2)cc1)C(=O)O";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"14.58";"0.28";"4.89";"4.92";"False";"CHEMBL3868405";"Inhibition of recombinant human AMPA-activated MMP12 using Cy3-PLGLK(Cy5Q)AR-NH2 as substrate measured after 40 mins by spectrofluorimetric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3867480";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";""
"CHEMBL181682";"";"0";"346.45";"0";"2.49";"1";"COc1ccc(-c2csc(C(=O)NCCN3CCOCC3)c2)cc1";"IC50";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"14.10";"0.28";"2.40";"9.62";"False";"CHEMBL832749";"Inhibition of Matrix metalloprotease-12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142786";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL181682";"";"0";"346.45";"0";"2.49";"1";"COc1ccc(-c2csc(C(=O)NCCN3CCOCC3)c2)cc1";"IC50";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"19.16";"0.38";"4.15";"13.07";"False";"CHEMBL831123";"Inhibition of Matrix metalloprotease-12 in presence of 5 nM acetohydroximate";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142786";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL187523";"";"0";"492.55";"0";"4.74";"1";"CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(NC(=O)c3cc4ccccc4o3)cc2)cc1)C(=O)O";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"15.95";"0.31";"3.11";"6.25";"False";"CHEMBL960887";"Inhibition of human recombinant MMP12 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153372";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL450549";"";"0";"499.34";"0";"3.91";"(R)-13a";"COC(=O)Nc1cc2oc3ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc3c2cc1Br";"IC50";"'='";"1050.0";"nM";"5.98";"";"";"UO_0000065";"11.97";"0.27";"2.07";"4.43";"False";"CHEMBL960887";"Inhibition of human recombinant MMP12 expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153372";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL1796298";"";"0";"454.53";"0";"3.01";"1";"O=C(NCc1ccncn1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1943710";"Inhibition of MMP12 using Mca-Pro-cyclohexyl-Ala-Gly-Nva-His-Ala- Dap(Dnp)-NH2 as substrate by fluorometric analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938343";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL1940315";"";"0";"494.61";"0";"2.59";"21, Diastereomer 1";"O=C(NC1CCCS(=O)(=O)C1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1943710";"Inhibition of MMP12 using Mca-Pro-cyclohexyl-Ala-Gly-Nva-His-Ala- Dap(Dnp)-NH2 as substrate by fluorometric analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938343";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL1940314";"";"0";"494.61";"0";"2.59";"20";"O=C(NC1CCS(=O)(=O)CC1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1943710";"Inhibition of MMP12 using Mca-Pro-cyclohexyl-Ala-Gly-Nva-His-Ala- Dap(Dnp)-NH2 as substrate by fluorometric analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938343";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL584559";"";"0";"312.37";"0";"3.32";"6c";"CC(=O)c1ccc(-c2ccc(CCC(O)CC(=O)O)cc2)cc1";"IC50";"'='";"62.0";"nM";"7.21";"";"";"UO_0000065";"23.07";"0.43";"3.89";"9.66";"False";"CHEMBL1045857";"Inhibition of human recombinant MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155192";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL572780";"";"0";"411.48";"0";"3.80";"13";"COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(C)C(=O)NO)cc2)cc1";"IC50";"'='";"2.7";"nM";"8.57";"";"";"UO_0000065";"20.82";"0.40";"4.77";"9.24";"False";"CHEMBL1042351";"Inhibition of autoactivated human pro-MMP12 after 4 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154164";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL573936";"";"0";"382.44";"0";"3.82";"17";"COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2)cc1";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"17.92";"0.35";"3.03";"8.50";"True";"CHEMBL1042351";"Inhibition of autoactivated human pro-MMP12 after 4 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154164";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL584147";"";"0";"396.46";"0";"4.38";"19";"COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(C)C(=O)O)cc2)cc1";"IC50";"'='";"310.0";"nM";"6.51";"";"";"UO_0000065";"16.42";"0.32";"2.13";"8.07";"False";"CHEMBL1042351";"Inhibition of autoactivated human pro-MMP12 after 4 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154164";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL574589";"";"0";"353.40";"0";"3.31";"6";"O=C(NO)c1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1";"IC50";"'='";"590.0";"nM";"6.23";"";"";"UO_0000065";"17.63";"0.34";"2.92";"7.46";"False";"CHEMBL1042351";"Inhibition of autoactivated human pro-MMP12 after 4 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154164";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL573935";"";"0";"352.41";"0";"3.81";"16";"O=C(O)Cc1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"16.53";"0.32";"2.01";"8.15";"False";"CHEMBL1042351";"Inhibition of autoactivated human pro-MMP12 after 4 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154164";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL576762";"";"0";"431.49";"0";"3.17";"5";"C[S+]([O-])c1ccc(Oc2ccc(S(=O)(=O)c3ccccc3C(=O)NO)cc2)cc1";"IC50";"'='";"5800.0";"nM";"5.24";"";"";"UO_0000065";"12.14";"0.25";"2.07";"4.77";"False";"CHEMBL1042351";"Inhibition of autoactivated human pro-MMP12 after 4 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154164";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL575881";"";"0";"391.49";"0";"3.79";"1b";"CC(C)ON([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1";"IC50";"'='";"410.0";"nM";"6.39";"";"";"UO_0000065";"16.32";"0.32";"2.60";"7.61";"False";"CHEMBL1042351";"Inhibition of autoactivated human pro-MMP12 after 4 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154164";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL1935294";"";"0";"443.48";"0";"3.59";"34";"CCc1nc(-c2ccc3oc4cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc4c3c2)no1";"IC50";"'='";"2.9";"nM";"8.54";"";"";"UO_0000065";"19.25";"0.38";"4.95";"6.30";"False";"CHEMBL1937507";"Inhibition of human MMP-12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933042";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL572980";"";"0";"272.37";"0";"3.71";"14";"O=C(O)CSCCc1ccc(-c2ccccc2)cc1";"IC50";"'='";"11800.0";"nM";"4.93";"";"";"UO_0000065";"18.09";"0.35";"1.22";"13.21";"False";"CHEMBL1045857";"Inhibition of human recombinant MMP12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155192";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL1957602";"";"0";"414.89";"0";"2.70";"8k";"O=C(NO)[C@@H]1CSCN1S(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1960480";"Inhibition of MMP12 catalytic domain using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate preincubated for 1 hr prior substrate addition measured after 30 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955780";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None";""
"CHEMBL1935280";"";"0";"481.45";"0";"4.18";"13";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-n3ccc(C(F)(F)F)n3)cc12)C(=O)O";"IC50";"'='";"0.7";"nM";"9.15";"";"";"UO_0000065";"19.02";"0.38";"4.97";"8.00";"False";"CHEMBL1937507";"Inhibition of human MMP-12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933042";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL1935283";"";"0";"432.50";"0";"2.81";"16";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(N3CCOCC3)cc12)C(=O)O";"IC50";"'='";"2.2";"nM";"8.66";"";"";"UO_0000065";"20.02";"0.39";"5.85";"7.94";"False";"CHEMBL1937507";"Inhibition of human MMP-12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933042";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL1935284";"";"0";"413.45";"0";"4.23";"19";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-c3ccoc3)cc12)C(=O)O";"IC50";"'='";"0.4";"nM";"9.40";"";"";"UO_0000065";"22.73";"0.44";"5.17";"8.56";"False";"CHEMBL1937507";"Inhibition of human MMP-12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933042";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL1935290";"";"0";"412.47";"0";"3.97";"25";"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(-c3ccc[nH]3)cc12)C(=O)O";"IC50";"'='";"0.4";"nM";"9.40";"";"";"UO_0000065";"22.78";"0.44";"5.43";"8.36";"False";"CHEMBL1937507";"Inhibition of human MMP-12";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933042";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL1939876";"BI 4394";"0";"446.46";"0";"3.37";"15";"CCOC(=O)c1cc2cc(-c3cc(C(=O)NCc4ccc(C(=O)O)cc4)nn3C)ccc2[nH]1";"IC50";"'>'";"22000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1942206";"Inhibition of human recombinant MMP12 after 30 mins by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4393";"Matrix metalloproteinase 12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938382";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
